-0.166X129-0.165X130-0.164X128-0.16X127-0.155X131...,0.159X37+0.159X36+0.153X67+0.152X68-0.15X53...,-0.142X43+0.142X59-0.141X42+0.141X60+0.139X58...,'-0.162X91-0.162X92+0.16 X76+0.159X77-0.157X121...',-0.233X16-0.232X17-0.231X15-0.229X14-0.227X18...,-0.162X140-0.162X139-0.161X138-0.16X141-0.159X48...,-0.151X152-0.148X151-0.147X153-0.14X150-0.139X24...,0.156X168+0.156X167+0.153X169+0.153X166+0.149X165...,-0.18X5-0.172X4-0.172X6-0.153X7-0.152X3...,-0.15X153-0.145X154-0.144X152-0.137X95-0.135X96...,-0.158X99-0.156X98-0.155X100-0.151X101-0.147X102...,-0.132X134-0.13X135+0.128X117-0.126X133-0.126X28...,-0.173X167-0.168X168+0.165X70+0.164X69-0.164X166...,0.194X175+0.193X174+0.182X3+0.181X4+0.179X176...,0.188X174+0.184X175+0.172X173+0.167X161+0.167X160...,'0.141X137+0.14 X103+0.137X138+0.133X102-0.131X41...',0.202X163+0.195X164+0.174X162-0.166X102+0.164X165...,-0.182X43-0.175X44+0.174X51+0.169X50-0.156X42...,0.192X24+0.187X25+0.162X23-0.161X131-0.158X130...,0.244X32+0.237X33+0.213X31+0.209X47+0.198X46...,0.174X28-0.172X107-0.171X108+0.163X27+0.163X42...,'-0.185X89+0.18 X96-0.178X90+0.176X97-0.162X153...',0.239X60-0.216X66+0.214X61+0.213X59-0.204X67...,-0.201X2-0.192X1-0.19X3-0.181X158-0.169X157...,-0.165X80-0.16X79+0.152X74+0.149X10+0.147X73...,'0.193X147+0.19 X146-0.176X139-0.166X138-0.162X140...',0.196X63+0.186X62+0.168X78-0.165X70+0.164X64...,0.193X151+0.188X152+0.158X129+0.157X150-0.154X102...,-0.223X125-0.208X124+0.204X119+0.204X118-0.191X126...,-0.153X83-0.152X22-0.146X82-0.14X23-0.14X167...,-0.2X88-0.197X87+0.192X135+0.183X82+0.181X134...,0.194X121-0.186X92-0.186X91-0.183X115-0.183X114...,-0.195X27-0.174X28-0.174X26-0.172X48-0.171X177...,0.252X1+0.228X2-0.198X7-0.186X8+0.157X3...,-0.216X58-0.196X57+0.194X52+0.187X64+0.182X63...,-0.203X178-0.184X96-0.18X97-0.162X177+0.159X172...,0.223X1+0.207X178-0.187X6+0.167X11-0.159X5...,0.167X178-0.153X144-0.146X145+0.145X139+0.134X140...,-0.168X151+0.164X146-0.151X132-0.149X141+0.147X24...,y
2.101748,3.42941,-1.657141,-0.396745,-7.803225,1.982627,-0.375863,3.255024,-2.816574,3.508522,6.320381,-3.126927,-2.619506,9.035695,3.273407,-5.431752,-2.286108,-1.35047,0.210966,0.882243,1.463987,-2.582104,1.043289,-1.860361,-0.231892,-0.633088,-0.372285,0.262338,-0.352699,-1.574615,1.711752,0.211462,0.079643,0.982782,0.468307,0.403046,0.104761,-0.052188,0.489816,1
-0.167301,0.187745,0.031251,-0.004499,-0.507905,0.352155,-0.444486,1.405587,0.142288,-0.187332,-0.978404,-0.503408,0.419994,-0.383375,-0.137043,-0.304709,-0.440584,0.160049,-0.322857,0.344527,-0.293941,0.308582,-0.023001,0.040929,-0.235396,-0.590359,0.485902,-0.207885,0.450063,0.090174,0.589803,0.536977,-0.185998,0.469966,-0.040349,0.043124,-0.019315,0.027322,-0.190153,5
0.117353,-0.010986,-0.698167,-0.008416,0.761378,0.71897,0.439462,0.154153,-0.007195,1.027833,0.430213,0.779046,0.271282,0.017313,-0.268055,-0.339806,-0.365293,0.879637,-0.613412,-0.166815,-0.020098,-0.261817,0.174688,-0.137077,-0.184879,0.829901,-0.032138,0.787226,-0.421444,0.301657,0.399222,-0.556386,0.196934,0.189354,0.652927,0.311694,-0.078792,0.337832,0.151994,5
-1.282829,0.1638,1.078105,-1.362227,-0.539466,-0.550291,0.653428,-0.174716,0.407734,-1.517485,1.415483,0.673224,-1.168923,0.792988,0.853529,-0.407483,-1.011212,-0.242842,-0.263742,-0.041685,0.046978,-0.183243,0.091508,0.183804,0.204344,-0.300617,0.329203,-0.268452,0.194749,-0.20425,-0.041753,0.084969,-0.293339,0.113098,0.059683,0.163258,0.456242,0.092454,0.014501,3
0.099455,-0.280918,0.572088,-0.110567,-0.01108,0.43147,0.899892,-1.001687,0.369156,-1.329995,0.41778,0.828728,-0.060093,0.128678,-0.007913,-0.302887,0.05843,-0.277569,0.36017,-0.14302,0.343148,-0.257359,-0.070689,-0.373881,-0.074345,-0.21292,0.374092,-0.036647,-0.033013,-0.374149,0.197106,0.040382,0.005016,0.052167,0.178514,0.01701,0.008072,0.000226,0.100108,3
-0.859403,1.197358,-2.090087,3.116948,-0.20244,4.831482,1.861698,-2.148082,-5.979163,8.708012,-5.149591,-2.404128,0.922676,0.689348,-3.279809,1.720242,2.327977,-2.925832,1.146557,0.235176,-4.855533,0.927919,-0.198893,1.304679,-2.911232,1.997347,1.746848,1.287848,0.462967,1.316545,1.223174,1.525232,-0.15242,-0.236177,-1.30319,-0.758277,-0.603368,0.166093,0.189654,1
0.220595,0.26095,-0.534758,-0.117464,-3.53712,-0.180392,-0.906305,4.027549,-0.253243,-1.52927,-1.489731,-0.508516,1.505424,-0.679565,-0.15811,-0.333358,-0.098944,0.103157,-0.995538,0.062992,-0.015899,0.487168,0.277339,-0.50674,0.013768,-0.072295,0.769951,0.779682,0.387973,-0.181408,0.24914,-1.034608,-0.132135,0.23274,0.352049,-0.17268,-0.043313,0.100699,0.656951,4
-0.5928,-0.104871,0.201787,-0.217793,0.712802,0.197552,0.039827,0.289062,1.576148,-0.647291,-0.367109,-0.329633,1.447664,-1.028041,-0.859859,1.070631,0.409913,0.214359,-0.303213,-0.21841,0.1778,0.115608,0.354698,0.045905,0.266694,0.027192,-0.08828,-0.189196,0.359828,0.42595,-0.23304,0.14726,0.408795,-0.116466,-0.072285,-0.285029,-0.020895,-0.021354,0.083219,2
0.824565,0.485612,-0.271489,0.123647,-0.105042,0.333903,-1.109666,1.543141,-0.697166,0.902543,-0.141378,2.792752,0.179711,0.588324,-0.139094,-1.613014,0.004726,-0.455417,0.70842,0.670269,1.518233,-0.107739,-0.401442,-0.029639,-0.441226,-0.300042,0.335075,0.239658,-0.210177,-0.530609,0.695485,0.052013,0.187819,0.237654,-0.609862,-0.103935,-0.212665,-0.039471,0.212198,2
0.451588,-0.767811,-0.080298,-0.27098,0.493005,0.857934,0.650159,-1.261636,-0.289191,0.703973,0.629601,-0.713747,-1.301,-0.122789,0.103599,0.325988,-0.020965,0.138652,-0.003288,0.240505,0.117183,0.164426,0.155127,0.179346,0.082944,0.116114,0.162661,-0.097667,0.232249,0.279481,0.027207,0.223139,0.066844,0.060069,-0.045503,-0.016195,-0.081983,0.074963,-0.065206,2
-0.032145,-0.684278,-0.38466,0.537466,2.280685,-1.75358,0.364637,-1.955543,1.006916,-1.760827,2.061061,0.76712,-3.389318,1.573074,1.59951,0.179199,-0.335695,-0.182739,-0.102577,-0.139734,0.337213,-0.58041,0.122437,0.739834,0.268657,-0.006096,-0.035316,-0.304074,-0.024058,0.344456,-0.192149,-0.295585,0.093379,0.148094,-0.188667,0.171892,0.446658,-0.073815,0.162983,2
-0.143994,0.503727,-0.039756,0.543302,0.373728,0.25355,-0.132222,-0.633739,0.531323,0.691404,0.879614,-0.884728,0.485666,0.814109,-0.273368,-0.122328,-0.504227,0.293691,-1.308296,0.392329,1.109887,1.382247,0.385871,-0.123345,-0.546496,0.592824,-0.933092,-0.170022,0.179992,-0.602579,-0.184266,-0.124223,0.169375,-0.47847,-0.793271,-0.35588,0.134456,-0.546024,0.509539,5
-0.200187,-0.048605,-0.178758,-0.493912,0.222673,-1.026619,-0.42535,1.347926,0.617869,-0.353835,-1.558054,-0.170551,2.35842,-1.047086,-1.135536,-0.798636,0.342309,0.758536,0.38779,0.185438,-0.351183,0.563593,-0.198251,-0.402965,-0.479375,-0.405423,-0.133286,0.131864,-0.322598,0.395291,0.345506,-0.038202,-0.074476,0.043528,0.249837,-0.340753,0.088636,-0.224599,0.068837,5
2.760029,1.019478,-1.951392,0.530293,-2.202536,1.122862,-1.9069,1.717967,1.009336,-1.973919,2.208153,-0.166982,-2.597491,0.245786,0.659638,-2.20159,-1.507083,0.318519,-0.429985,-0.055726,0.302792,-0.021106,0.776851,0.368567,-0.221476,0.409849,0.709326,-0.499399,-1.043103,0.422244,0.044833,0.910461,0.4377,1.068143,0.425734,0.313369,0.442741,0.48488,-0.082423,2
0.22907,-0.598197,0.60029,0.830689,0.125391,-0.281605,0.482663,-1.189697,0.623414,0.882306,0.082968,0.830826,-1.177196,0.506022,0.763497,-0.599561,-0.274708,-0.009996,-0.143056,-0.190067,-0.060926,-0.394918,0.029955,0.307788,0.547719,0.166821,0.191363,-0.049201,0.04515,-0.239982,0.054229,-0.024365,-0.451017,-0.048836,0.105944,-0.015146,0.059565,0.069164,-0.003835,3
0.863859,0.580773,-0.86172,-1.733491,-1.144358,2.717098,-0.45855,0.577937,2.683451,1.722065,-0.844223,-1.733841,2.412423,-2.225516,-2.310117,-1.594063,-0.320872,-0.282625,0.203016,1.580881,0.392063,-0.269756,0.254987,-0.713233,-0.659486,-0.453919,0.109043,-1.461896,-0.04052,0.206073,0.078592,0.443604,0.470962,0.123881,-0.662808,-0.383507,-0.189554,-0.121488,-0.054485,3
-1.619864,0.351415,0.88567,-0.441916,2.106906,2.09335,5.120673,-1.585696,0.961972,1.832352,-8.107811,1.781522,9.171782,-4.647665,-6.364569,4.900816,2.808459,-1.538657,0.736978,-0.056595,0.762871,0.426883,0.167406,0.229091,-0.130352,2.101185,1.481403,-0.266333,2.030516,2.792158,-2.190381,-1.813915,1.529909,0.861383,-0.894833,-1.74416,-0.736973,-0.783285,-0.060165,1
-0.085526,0.017117,0.432318,-0.239144,2.698974,-1.432117,-0.921679,2.745526,2.292122,-3.277626,-0.663873,3.018827,3.970364,-1.949923,-0.773667,0.719508,-0.489812,-0.076575,-0.536323,-1.05649,0.250787,0.195192,-0.034977,-0.322127,0.263985,0.48664,0.091298,0.023895,-0.031107,-0.030858,-0.365722,0.391458,-0.479548,-0.330699,0.329485,-0.05524,0.283606,-0.051373,0.097387,2
0.086068,0.067068,-0.255356,0.012484,0.012476,1.10858,1.158857,-0.283389,-1.072361,1.286554,-1.612349,0.474604,-0.333035,0.290179,0.008413,0.521655,0.158312,-0.138378,-0.025014,-0.143811,-0.190846,-0.13623,0.158829,0.026801,0.317609,0.199898,-0.008583,0.188206,0.123532,-0.01902,0.173104,0.075333,0.003233,0.096773,-0.063971,0.025431,-0.093452,0.042002,-0.013726,3
0.520191,0.340418,-0.174076,0.100366,-1.048199,0.832864,0.153865,2.394281,-0.568621,-0.683717,-0.099802,0.646949,0.81272,-0.518453,-0.749997,-1.007356,-0.234361,-0.463789,0.150997,0.53842,-0.67525,0.361312,-0.425404,0.029134,0.280432,0.116216,0.013093,0.424268,0.188654,-0.216831,0.673806,0.244279,0.202981,0.153185,0.569921,0.267043,0.221851,0.091773,0.317643,5
4.213697,5.09252,0.560903,-5.590715,-0.536317,-0.229355,3.325953,6.536934,-0.675163,0.743784,3.138249,-0.313371,-4.071943,-1.429399,-1.347163,-0.677207,-0.575405,-3.471368,0.841675,-4.02364,0.943696,6.082797,-3.162239,0.312541,-9.156296,2.127735,-1.376599,0.525679,5.744828,2.696992,3.015867,2.670041,0.468873,-0.790558,2.870005,1.18684,-1.292616,-2.337354,4.630953,1
-0.156885,1.441023,1.201073,2.042834,5.627297,-3.145142,1.844579,-10.524368,1.660786,0.427614,-0.02339,-11.485636,-12.602891,-0.195391,3.294833,6.357201,3.010264,-1.414624,-1.663782,2.149963,1.149887,-1.246344,-0.504302,1.062524,-0.722211,-0.691954,4.105856,2.896493,-0.508189,-1.489211,0.321383,-2.018957,1.858762,-0.087976,-1.873095,-0.014328,-0.535166,0.456753,0.56735,2
-0.002646,0.2174,0.655923,-0.387712,-0.106606,-0.039583,-0.077456,0.601181,-0.036274,-0.201038,0.56865,0.015033,-0.613481,-0.428208,0.016527,-0.165331,0.689508,0.945036,0.765216,-0.746653,0.268525,-0.565334,-0.695775,1.35897,-0.021408,-0.379349,-0.214333,0.230758,-0.507071,0.040937,1.320522,0.813665,0.27037,0.531275,0.159112,-0.008449,-0.015181,-0.071844,0.018229,4
0.464002,-0.802547,-0.065864,0.14811,0.439113,-0.326966,0.511769,0.637666,0.228353,0.288167,0.385621,1.488742,0.573786,-0.291937,1.235163,-0.126332,0.04275,-0.805304,-0.151317,-0.009606,-0.248861,-1.373858,-0.817191,0.0661,0.132654,-0.003272,-0.255805,-0.252029,-0.15693,0.498294,0.260791,1.18305,1.088629,-0.420493,-0.20534,-0.289487,-0.275247,0.700346,-0.341083,5
0.052172,1.014341,0.81239,0.425364,1.170238,0.12099,-0.656267,-0.674016,0.366615,-1.439057,-0.077958,0.756285,-0.57543,-0.372045,0.275784,0.162729,-0.166531,-0.047234,-0.298396,0.000369,0.237423,0.096321,-0.082154,0.138781,0.181534,-0.016946,0.084285,-0.078329,0.058396,0.110912,-0.013325,-0.000987,-0.2589,-0.187398,0.24251,0.169273,-0.063268,0.019075,0.155412,3
0.008269,-0.481551,0.024013,0.589013,2.946635,0.422302,2.492395,-4.099125,0.167129,1.712137,0.949374,0.621323,-1.174709,0.551228,-0.179119,1.336453,0.41157,0.076182,0.39672,0.026194,0.416646,0.288626,-0.053703,0.749412,-0.415463,-0.197991,-0.234577,0.266162,0.095683,0.122011,0.22937,0.212245,0.077203,-0.134071,0.159031,0.316604,0.077544,0.111706,-0.223115,5
0.942624,0.047061,-0.103487,0.432694,1.472864,0.649607,1.116125,-1.044671,-1.099579,0.883652,0.486925,0.195306,-0.434741,-0.127839,0.092334,0.169009,-0.525389,0.47797,0.096353,-0.139644,0.111735,-0.682146,-0.074244,0.033826,0.133785,-0.473038,-0.023684,-0.773197,0.507146,0.169777,0.210571,0.192177,0.475359,-0.306512,-0.090908,-0.4576,-0.708535,0.353696,0.530088,5
-4.499383,4.728164,-3.906751,-11.106506,0.905436,-0.52239,0.988868,-3.493395,0.268413,-2.270934,2.991144,-1.674227,1.25942,2.210525,1.120845,-0.591764,-4.142473,-3.392571,-0.815312,-2.487147,1.992677,1.247347,2.234307,-0.306563,2.338293,-2.115743,-2.181894,-0.651966,1.583003,-1.246878,-1.528992,0.247372,1.082721,-0.39683,-0.218975,-0.330789,1.59641,1.97852,1.094959,1
0.133875,-0.281683,0.375492,-0.20098,-0.476664,-1.175306,-0.671233,1.707907,0.610821,-1.967425,0.969313,1.726418,0.640232,-0.068066,0.49925,-0.980492,-0.871446,0.15398,-0.407758,-0.951749,-0.541776,-0.541197,-0.213275,-0.020611,0.55296,0.224242,0.094426,0.339233,-0.287486,-0.312421,0.050177,-0.109281,0.033243,0.245207,0.436899,0.056524,0.310444,0.003097,-0.048037,3
0.208727,0.170878,0.049595,0.289532,0.293586,0.356798,0.522228,-0.313532,-0.122914,-0.106374,0.195769,0.165352,-0.354077,0.292206,-0.012502,-0.234013,-0.215569,0.029376,0.163112,0.199694,-0.00952,0.152573,-0.026516,0.104331,-0.044372,0.048858,-0.026989,-0.168763,-0.023476,-0.027126,0.049272,0.00957,-0.02185,0.037541,0.070347,-0.023715,0.073002,-0.049612,0.017344,3
1.155125,-5.146029,-14.952234,3.806257,5.704849,-1.123887,-2.836554,-2.422521,-3.658152,1.679738,0.025723,4.056676,1.479254,0.208341,-1.404719,-2.683641,1.418308,-4.644381,1.914221,-4.679827,3.655125,-5.518466,0.130435,2.736367,2.88167,0.689921,3.916246,6.604243,-2.276949,3.429436,3.530861,-0.047079,2.972445,2.924143,0.247598,2.171935,1.160454,1.398666,-0.113204,1
-0.748287,0.693634,0.063574,-0.255993,-1.277674,-0.260303,-0.168254,0.773646,0.227317,-0.22029,-0.339046,-0.001628,-0.597109,-0.34967,-0.426389,0.040254,-0.670376,-0.140641,0.435431,0.523214,-0.561041,-0.058766,-0.178975,-0.423488,0.670127,0.00266,-0.424827,-0.67628,-0.805633,-0.1876,0.101645,0.333947,0.057518,-0.772954,-0.164936,-0.058087,0.100389,0.761404,0.13363,4
-1.787064,3.658023,-4.653319,-3.743522,-2.07657,-2.649262,1.149356,-7.288004,7.485185,1.22146,-2.982594,4.028733,-1.190528,4.776716,0.008771,2.561703,1.195839,-0.441869,0.6367,-2.598266,0.938668,1.302455,-1.327604,1.254549,-2.934081,0.435963,-1.762545,-0.031033,-1.047663,0.550064,1.400826,2.833068,2.139204,-1.931233,0.089618,-0.762713,-0.541046,-0.38017,0.560831,1
-9.503885,-4.633419,-10.159007,-1.256648,-6.374764,10.893359,0.565582,1.626452,3.599539,1.579503,-0.171251,3.07309,4.279217,3.901297,-3.501842,-2.904654,2.966526,2.728766,-1.770958,-6.97131,3.808674,-7.434494,6.522687,-3.706771,-2.812703,0.670071,3.758197,6.698188,0.395692,-4.543268,4.530287,-5.11621,-2.712528,-2.663066,-2.574752,3.655359,-0.894348,0.665459,-6.406139,1
-0.472374,0.40915,0.809223,-1.265576,-0.253887,-0.355314,-0.17698,0.047853,0.199571,-0.904356,0.273899,-0.396843,-0.631495,-0.168232,-0.794261,-1.313206,0.140536,0.392655,0.700126,1.098927,0.159927,0.736637,-0.743283,-0.338848,-1.128521,-0.603658,1.602901,-0.055824,-0.409789,-0.828865,-0.271849,0.2218,-0.201249,-0.386309,-0.465563,0.391324,0.071353,-0.732489,-0.402869,4
-0.763011,-0.290418,0.122068,1.288063,1.837979,-0.799293,-1.153095,-1.157428,0.741084,-0.848539,-0.876659,-0.895281,-0.787372,0.505455,-0.655428,-2.049022,0.063138,0.406393,-1.32576,-1.031299,-0.307681,-2.257661,0.210185,-0.366088,-2.209328,0.222844,-0.918512,-0.590632,0.058805,0.91456,1.105285,0.700844,-0.245509,0.400357,1.195222,-0.387438,-0.103123,-0.758513,0.182859,4
0.145716,1.063211,0.019119,0.191466,1.233293,-0.130437,0.086025,0.179276,0.304012,0.108956,-0.480337,0.348696,0.735429,-0.259598,-0.322649,-0.454072,-0.389754,0.304364,-0.129309,0.247154,0.117617,-0.110867,0.107101,-0.105594,0.054884,-0.009221,-0.136364,0.194648,-0.107123,0.026336,-0.065566,0.172906,-0.011244,0.047891,0.042551,0.068876,-0.008306,0.022087,-0.020509,2
-0.563606,0.434821,-0.041584,0.114488,-0.142338,-1.558454,-0.968315,3.151548,-0.557295,-1.194917,0.476905,-0.175653,0.612741,-0.215346,-1.303698,1.557807,-1.152814,-0.314366,1.087035,0.087363,-0.8262,-1.522517,-0.424994,-1.10066,0.628775,-0.405085,-0.269378,0.223159,-0.444265,0.54488,-0.524285,0.106659,0.30062,-1.314032,0.548208,-0.280767,0.094153,0.151687,0.141982,4
-0.757311,0.014416,0.556933,0.225531,2.001402,0.6978,0.48023,-2.315142,1.261603,0.087375,0.298913,-0.506814,-0.255963,-1.046368,-0.681663,0.421766,0.261576,-0.173039,0.042725,0.065116,0.33482,-0.026148,0.11012,0.066193,-0.393832,-0.038704,0.06868,0.031044,-0.062579,0.167106,-0.168475,-0.01808,0.184234,0.039262,0.095561,0.096123,-0.260966,0.039305,0.187522,3
0.350544,0.303634,-0.220223,0.263794,-0.482803,0.319064,-0.161034,-0.164826,-0.400138,0.101419,0.521749,-0.665572,-0.952454,1.211386,-0.392677,2.525945,0.424357,-0.252147,-0.84716,-0.048174,-0.818363,-1.132401,-0.094907,-0.553576,0.833437,-0.577027,-0.675986,-0.16337,0.167934,0.125496,-0.133154,0.293854,0.648587,-0.281319,-0.080286,-0.241693,-0.195041,0.323367,-0.040956,4
0.461084,-0.16685,-0.091733,-0.309025,-1.070064,0.026947,-1.18409,1.074261,-0.698888,-0.721882,-1.027592,-0.092764,-1.438218,0.906383,0.454641,-0.505245,0.359231,-0.164502,0.095378,0.10163,0.137212,-0.48999,0.124106,-0.263849,-0.49993,0.068308,-0.133989,-0.123856,-0.237229,-0.361303,0.160187,-0.224883,-0.159636,0.303435,0.078799,-0.018537,0.044786,0.046362,0.065747,3
0.140238,0.314945,-0.430234,-0.292754,-0.1294,0.247609,-0.182007,0.741392,-0.523313,-0.027455,0.050678,-0.181645,-0.010337,-0.196851,0.047614,0.074769,-0.152938,0.035826,-0.178342,-0.123663,-0.085996,-0.055832,0.299703,0.194328,0.274628,0.013788,-0.088915,0.029575,0.078479,0.088202,0.117279,0.059733,0.233071,-0.07377,-0.041682,-0.07595,0.057269,-0.019829,-0.012363,3
-8.065488,4.520573,0.088678,1.250999,-4.36337,2.866513,-0.316697,-0.584509,-2.555911,0.34892,3.079642,1.985487,0.286401,-3.266105,-1.824142,-0.514921,1.303677,0.834937,-0.635521,-2.933786,2.742902,-2.905625,-0.146476,3.126649,1.510777,-0.002937,-0.240121,-0.595761,-0.085141,1.017869,-0.23863,-0.117209,1.830156,0.184733,-0.630534,1.117649,0.620589,-0.445921,-1.14834,1
-0.74741,0.615606,-0.445931,-0.315169,-0.112338,-0.591889,0.628701,-0.496871,0.15077,0.612146,-0.720923,-0.58332,-0.276528,-0.411582,0.227855,1.223109,0.077008,0.183565,-0.447233,-0.708379,-0.518555,0.021195,0.154761,0.393724,0.172453,0.034128,0.008062,0.279152,-0.211718,-0.072685,-0.014537,0.135478,0.114017,-0.008657,0.043864,0.106702,-0.092539,0.081918,0.06684,2
0.575055,-0.027265,0.363111,0.630384,1.093949,0.86351,0.6113,-1.965807,-0.078961,0.938454,0.371084,-0.362513,0.031947,-0.219666,-0.040859,-0.153721,0.514583,0.565851,2.864376,-1.580422,1.893967,-2.037247,-0.096253,0.56981,-0.319483,-0.675018,-0.838978,0.019687,-0.782169,-0.29258,-0.328222,-0.23789,1.379684,-0.287479,-0.322409,0.403474,-0.694414,0.063491,-0.052194,4
-0.136735,-0.783013,0.175137,0.53941,0.80696,0.721411,1.007193,-1.330321,-0.661404,0.409942,0.847191,0.610944,-1.150791,0.038939,0.501603,1.673467,-0.489201,0.734766,-0.245654,0.778887,-0.067965,0.563051,0.566899,-0.694697,0.068976,-0.604849,0.038511,0.30997,0.066217,0.481803,0.669835,0.165974,0.092022,-0.474518,0.007896,0.338848,-0.019575,-0.456909,-0.317519,5
-0.74673,0.408326,-0.391503,-0.32138,-1.365768,-1.297456,-0.911864,2.153847,0.045697,-1.085081,-1.187939,-0.104752,0.338685,-0.740259,0.104136,0.691681,0.371239,0.251778,-0.521275,-0.500934,-0.25548,0.002053,0.211634,0.120489,-0.021114,0.082178,-0.014039,-0.049758,-0.448115,-0.019659,-0.110131,-0.123299,-0.064128,-0.033733,0.152685,-0.072516,-0.044671,0.04753,0.031993,2
0.166592,-0.832012,-0.209701,0.786393,2.978366,0.87955,2.367981,-4.28554,-0.196173,1.612816,0.594973,0.119261,-0.482846,-0.091884,-0.130114,-0.356201,0.495877,-0.186923,0.267597,0.531397,0.250697,0.034058,-0.286862,0.592414,-0.119997,-0.076255,-0.320634,0.383478,0.195353,-0.252977,-0.178072,-0.022157,0.259759,0.215338,0.185395,0.406427,-0.13458,-0.024054,-0.161149,5
-0.30037,0.155049,0.259371,0.4878,-0.65537,0.350696,0.590397,0.719497,0.929303,-0.916935,0.581814,0.051288,0.370473,-0.119645,0.551008,0.317065,0.203407,-0.18835,-0.580454,-1.083362,-0.146475,-0.206371,0.126307,-0.362171,0.479011,0.197339,-0.18949,0.214797,-0.191246,0.2208,0.195002,0.381854,-0.102507,0.083415,0.121577,0.011871,-0.083556,0.084656,0.039537,5
-0.307976,0.728421,-0.96106,-0.007989,-0.577694,0.412862,-0.745577,1.786809,-1.674963,-1.280679,-0.511023,0.332017,-0.264509,-0.181248,0.440927,-0.995926,-0.315598,-1.003285,-0.147635,0.204358,-0.115667,0.175217,0.184275,-0.096551,-0.134353,0.340914,0.147756,0.263536,-0.65163,-0.196209,-0.046596,-0.584937,-0.232496,0.181375,0.036514,0.506201,0.197943,0.33786,0.204736,2
0.343903,-0.548791,0.48157,-0.213826,0.047773,-0.396396,0.296373,1.51578,0.47479,-1.043122,-1.008496,1.849346,0.71981,-1.743704,-0.796412,-0.905781,0.042607,0.065601,0.590539,-0.172131,-1.078504,0.182936,-0.468215,0.012339,0.154386,0.675959,0.387564,1.200384,-0.773584,-0.023865,0.608723,-0.599765,0.245348,-0.118846,0.201038,-0.001995,-0.013471,0.078712,-0.148495,4
2.249403,-0.749277,0.30938,2.215049,-0.765975,3.907218,0.921472,0.193893,-2.664866,3.249179,-8.913784,-1.150937,1.331521,-3.038032,-0.98031,-1.388454,0.748348,1.198771,-0.644509,0.153416,0.668922,2.15389,0.38223,-2.620175,-0.569439,-1.630647,0.397013,-0.210822,-1.246092,-2.074847,0.535037,1.036178,-0.072216,0.581183,-0.592455,0.890937,-1.030047,0.531791,0.216161,1
-0.334887,-0.162149,-0.2115,-0.092549,-0.116597,0.507867,0.42853,-0.329068,1.500125,-0.698819,0.539827,0.826812,1.26387,-1.569088,0.109908,0.609249,-0.512635,-0.01483,-0.440638,-0.168497,0.605294,-0.127068,0.744868,1.052888,0.379797,-0.430071,0.380416,0.679616,-0.558615,1.332096,-1.928687,-0.785786,-1.34497,2.692564,0.516887,-0.571576,1.050808,-0.053361,0.092434,4
-0.423337,-0.650526,-0.900342,-0.151848,-0.309487,-0.566176,0.068233,0.37084,-0.574422,-1.779362,-0.413396,0.70822,-1.490246,0.25909,0.282245,0.313202,-0.583411,-0.322845,-0.090846,-0.374775,-0.367222,-0.317633,0.094731,0.363584,0.263146,0.429956,-0.331149,-0.026603,-0.553266,-0.078441,0.058573,-0.084071,-0.060079,0.261037,0.195254,-0.155516,0.198152,-0.291143,0.018023,2
1.378934,-0.6467,1.584578,5.523033,5.500384,1.339451,-3.54636,1.741602,-5.112983,-4.919869,3.414461,-2.360354,-6.268226,-3.406455,-0.36674,-6.202355,-0.048179,-4.680179,-3.754511,-0.116061,-8.32895,6.246846,-2.433883,3.246479,-4.700477,5.345563,-4.314997,-8.420124,4.089271,0.312489,-2.712073,4.384592,1.060687,-2.348104,-3.775347,-1.463864,-1.951531,-1.681596,-0.568932,1
-0.090511,0.541224,0.407822,-0.162762,-0.144513,-0.353011,0.474672,-0.542403,-1.007043,0.052311,-0.831284,0.494357,-0.287701,0.078695,-0.133449,0.134879,0.334307,0.287264,-0.503422,0.293299,-0.731039,0.265574,-0.461758,-0.215286,-0.574979,0.190224,-0.063895,0.544517,-0.889649,-0.03243,0.288559,-0.209262,0.056592,0.021167,-0.178818,-0.160691,0.182018,0.095804,-0.174132,4
-0.557186,-1.836156,-1.206989,-0.038747,1.272262,1.367396,-1.9821,-0.775247,-1.03316,-2.592309,1.408935,-0.286329,-3.71732,2.798948,1.615959,4.088239,-0.910171,-0.811904,-0.720842,-2.407674,-2.180204,-1.654581,-0.487682,-0.620374,2.186548,-0.602794,-0.029558,-0.197099,1.97344,-0.491321,0.377579,-0.201784,-0.350007,-0.228823,0.352967,-0.475576,-0.057837,-0.378638,0.050264,2
-0.460455,0.380569,-1.702583,0.046626,0.761064,-0.792514,1.677621,-0.549481,-0.323798,-0.534467,0.175606,-1.88631,1.087129,-2.261873,-1.046253,0.784483,-0.334268,0.545957,0.701051,-0.450681,-1.001599,0.097131,0.020489,-0.544146,-0.28297,-0.283634,0.016752,-0.304535,-1.013007,0.127206,-0.817307,-0.494367,1.411286,-0.139332,-0.288897,-0.139809,-0.525679,0.045102,0.363789,2
1.124877,-0.291703,0.032656,-0.515954,0.525206,0.98137,0.895364,-0.760819,0.15434,-0.1829,0.10908,1.367016,0.855929,-0.159715,0.306553,-2.908789,-0.802094,0.474319,0.23442,0.822431,0.959491,0.381161,0.113877,0.363718,0.041888,0.381256,-0.148513,0.36746,-1.280893,-0.552584,0.352642,-0.555799,0.222124,0.575933,0.069429,-0.073179,0.132698,-0.427571,0.203196,3
