@relation epilepsy-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N36-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute K36 numeric
@attribute y numeric

@data
2.155399,-4.568,-1.39782,4.092457,10.035464,10.982908,10.830737,0.004616,7.640324,10.83297,2.979275,0.204422,4.332441,1.94913,-5.83318,1.894931,21.649068,-4.316248,1.190704,-4.820162,0.858621,2.452059,-1.192953,-7.905619,-1.69679,-8.749638,1.157511,-2.739865,-5.793526,-6.726996,11.485212,-11.918488,-3.946227,-10.390055,-4.510794,4.729751,1
4.534064,-4.753045,-2.926537,3.944098,10.252393,7.951622,10.502931,-0.493537,6.643205,11.524706,1.571888,-1.13097,5.126074,2.38666,-6.238336,2.519497,21.712918,-1.576598,-0.180745,-5.144639,1.5979,4.419695,-1.030572,-8.614239,-1.783179,-5.942668,1.087369,-3.535372,-5.960714,-7.370889,9.967206,-10.121209,-4.351305,-10.339256,-5.299804,3.605738,3
4.409626,-4.059735,-3.103903,3.908572,10.027677,7.993383,10.343586,-0.180222,6.772946,11.873149,1.450639,-0.547387,4.409133,2.033748,-5.725684,2.720075,21.877534,-1.324918,0.247389,-4.490369,1.734157,4.825208,-0.727619,-8.253733,-1.886034,-6.017461,0.634663,-3.335029,-6.299119,-7.208771,9.301688,-11.261465,-3.827661,-10.130317,-5.244525,3.877057,4
4.331786,-4.291546,-2.998338,3.789337,9.885732,8.154849,10.539108,-0.293515,6.35871,11.435924,2.039765,-0.904399,5.07596,2.401379,-5.895856,2.671629,21.513564,-2.035906,0.151378,-5.223202,1.286217,4.443822,-0.925781,-8.270201,-1.722147,-6.382115,0.869815,-3.763019,-6.040725,-6.774181,9.868694,-10.952911,-3.917047,-10.820399,-5.090982,4.058515,4
4.534978,-4.327943,-2.914044,3.572788,10.026205,8.163479,10.496084,-0.42792,6.358604,11.63617,2.057458,-0.901978,4.894201,2.307007,-6.097934,2.560326,21.666883,-1.488999,0.19859,-5.031925,1.38116,4.945843,-0.563857,-8.4189,-1.819947,-6.38673,0.407096,-3.648813,-5.750208,-6.948143,9.254079,-10.73986,-4.351291,-10.759986,-5.001255,3.819233,4
4.359222,-4.298969,-3.065761,3.932999,10.024966,7.958947,10.242896,-0.455564,6.537626,11.633338,1.798603,-0.932903,4.689772,2.113414,-5.908697,2.494572,21.846255,-1.541212,0.255237,-5.031102,1.40921,4.663083,-0.65781,-8.452496,-1.919149,-6.05324,0.774185,-3.680088,-6.126077,-7.080101,9.602067,-10.765065,-4.185641,-10.655235,-4.933393,3.978005,3
4.467896,-3.880152,-2.887041,3.766745,9.872586,8.049325,10.0958,-0.009509,6.48295,11.37448,2.133847,-0.930201,4.708433,2.207287,-5.845429,2.463624,20.782691,-1.929628,0.519665,-4.919,1.310199,4.740384,-0.838389,-8.277907,-1.876232,-5.774874,0.574982,-3.218007,-5.716443,-6.910935,9.392049,-10.605425,-4.109436,-10.417491,-4.71476,4.00328,4
4.198129,-3.980909,-2.896696,3.270519,9.698814,7.929497,10.140394,-0.240778,6.080764,11.421576,1.799263,-1.100363,4.478115,2.3621,-5.612834,2.481624,20.958584,-1.264912,0.045813,-4.581084,1.465736,4.830648,-0.638456,-8.089791,-1.823186,-6.256316,0.28737,-3.376822,-6.000418,-6.560723,9.128204,-10.069466,-3.621299,-10.375121,-4.854102,3.652824,4
4.519852,-4.05465,-3.173649,3.616974,10.138485,8.133265,10.535819,-0.267356,6.307045,11.819461,1.841671,-1.03966,4.906671,2.208415,-5.818934,2.633852,21.67422,-1.63449,0.139096,-5.072522,1.37921,4.752734,-0.65925,-8.415131,-1.796256,-6.354855,0.555935,-3.402153,-6.12493,-6.958512,9.607606,-10.744239,-4.111897,-10.87946,-4.9187,3.989549,2
4.46119,-4.134057,-3.229889,3.430204,10.230516,8.030046,10.569712,-0.196953,6.224457,11.931739,1.894292,-1.045831,4.872061,2.09134,-5.704137,2.762316,21.651269,-1.567064,0.061183,-5.279132,1.344224,4.840595,-0.647499,-8.55534,-1.728038,-6.409528,0.609782,-3.614896,-6.064326,-6.783934,9.546347,-10.769348,-3.93819,-11.000826,-4.925514,4.084661,4
3.721519,-4.06216,-3.10437,4.377753,10.259948,8.893012,11.666911,0.553551,6.884762,10.797101,2.179266,-0.298696,5.080916,2.738033,-5.417129,2.497193,22.167626,-1.866288,0.905634,-4.015027,1.246043,4.354457,-0.416652,-7.553512,-2.567767,-7.218034,-0.420218,-3.042351,-6.567765,-6.549787,10.284867,-11.515651,-3.595457,-10.333083,-5.362561,4.401567,1
4.374405,-4.273962,-3.194413,3.609582,10.109612,8.227971,10.414995,-0.413021,6.524805,11.740027,1.893137,-0.793546,4.718403,2.23085,-6.008075,2.847152,22.158796,-1.867568,0.440675,-5.268805,1.742951,4.988277,-0.642809,-8.505397,-1.881198,-6.534063,0.59736,-3.845189,-6.223492,-6.947122,9.710034,-10.972079,-4.116835,-10.918604,-5.18633,3.930295,4
4.392548,-3.89977,-2.91032,3.753905,9.866381,8.172926,10.366717,-0.368054,6.318807,11.643225,1.81248,-0.989576,4.529988,2.196937,-5.819317,2.489019,21.638215,-1.404165,0.338327,-4.899159,1.43485,4.682152,-0.613475,-8.293343,-1.807984,-6.279048,0.3397,-3.540539,-6.058878,-6.875469,9.447365,-10.781154,-3.821211,-10.867533,-4.98279,3.974137,3
3.015738,-6.687978,-5.088982,3.884645,12.561633,7.726776,9.588005,-1.604634,6.724048,12.564494,2.725394,-1.387594,5.429626,-0.811282,-4.904856,3.837982,24.201184,-2.177132,-3.374144,-6.253957,1.872641,6.455906,0.540183,-6.653375,-2.093344,-7.031761,1.063136,-3.520882,-5.959481,-5.30813,9.102992,-10.698925,-4.404692,-7.541335,-5.222836,3.196124,1
4.517192,-3.908638,-3.001727,4.120961,10.031146,8.821276,10.247422,-0.474473,6.639862,11.534175,1.900519,-0.810435,4.293602,2.361582,-6.023108,2.227842,21.588241,-1.742052,0.269088,-4.860893,1.644425,4.98716,-0.662899,-8.236316,-2.008386,-6.400321,0.414262,-3.302877,-6.306598,-6.825759,9.736938,-11.098367,-4.232012,-10.690464,-4.800954,4.122371,5
4.48492,-3.533198,-3.084753,4.016754,10.245275,7.897246,10.664969,0.071232,6.196964,11.957822,1.723695,-1.30941,4.802591,2.001347,-5.409553,2.878374,21.206314,-1.630166,0.488844,-5.300283,1.394535,4.355881,-0.579679,-8.266774,-2.060993,-5.724179,0.27591,-2.723084,-5.21233,-6.418703,9.397212,-10.189035,-3.762177,-10.511269,-4.526791,3.937802,4
4.551267,-4.213823,-3.386055,3.66631,10.298611,8.064863,10.386257,-0.175954,6.181449,11.922189,1.785034,-0.885312,5.015176,1.82426,-5.637365,2.865839,21.928645,-1.579052,-0.117513,-5.168258,1.451394,4.790014,-0.524276,-8.431528,-1.847745,-6.837982,0.829225,-3.62706,-6.38616,-6.972653,9.52625,-10.773148,-4.172309,-10.811425,-4.974303,3.988773,5
4.423239,-4.094085,-3.326618,3.626121,9.990204,7.777113,10.432863,-0.377461,6.216429,11.828889,2.0307,-0.749512,4.877389,2.023898,-5.766778,2.925775,21.789934,-1.479152,0.173558,-4.939404,1.451815,4.966013,-0.563299,-8.485909,-1.919261,-6.16281,0.523376,-3.586397,-6.177009,-7.039049,9.185966,-10.830275,-4.199328,-10.793659,-5.053175,3.958949,2
5.074278,-4.827627,-1.412356,5.141347,11.568752,8.422061,10.256334,-0.577885,7.881285,10.058514,2.028306,-0.856354,6.072385,3.922529,-6.186461,2.30516,20.554791,-2.276495,0.633872,-4.529543,3.18383,5.657373,-1.722322,-7.852282,-1.701342,-6.475253,3.28195,-4.258846,-5.677171,-6.896176,9.221123,-9.897157,-3.867174,-9.052415,-5.038337,2.722391,1
4.689697,-4.51556,-2.768039,3.618495,10.584999,7.47405,10.674258,-0.296766,6.82728,11.646084,1.404574,-0.602284,5.130982,2.132364,-4.973004,2.982647,21.865082,-1.412972,0.276991,-4.584472,1.787118,5.24142,-1.036054,-8.715602,-2.057853,-6.144345,1.181993,-3.909732,-6.098402,-7.398711,9.394751,-10.434312,-3.753117,-10.275208,-5.155416,3.3453,3
2.079587,-5.464913,-1.575389,4.706263,11.928381,9.143654,9.247835,-1.479918,9.032186,11.805298,3.340279,0.042676,4.594454,-0.51441,-5.897578,3.021206,24.36059,-1.341563,0.472768,-3.848135,1.119255,5.474013,0.961879,-8.757895,-3.471336,-9.107858,0.633032,-3.21122,-5.029212,-6.582467,9.003985,-11.355439,-4.8133,-7.824297,-4.491196,1.242234,1
4.497798,-3.857462,-2.957638,3.698136,9.9177,7.960485,10.198464,-0.289176,6.315672,11.470939,1.756947,-1.052663,4.782537,2.040422,-5.547923,2.637877,20.8658,-1.433295,0.073044,-4.630468,1.416353,4.746905,-0.65978,-8.175306,-1.759308,-6.118334,0.569207,-3.08056,-5.895558,-6.678031,9.160732,-10.45448,-3.968818,-10.359495,-4.598415,3.832505,5
4.469626,-4.516615,-3.369182,3.224564,9.902559,7.95047,10.131299,-0.404621,6.241499,11.630143,2.035757,-0.64258,4.521931,1.817495,-5.844566,2.433228,21.411829,-1.624821,-0.084827,-5.439033,1.264279,4.902766,-0.692363,-8.182996,-1.917571,-5.986487,-0.10257,-3.505014,-5.896886,-6.942978,9.291872,-10.076209,-3.982426,-10.409165,-4.971944,3.850685,2
4.586098,-4.206389,-3.092054,3.71537,10.362328,7.97422,10.818374,-0.406504,6.607064,12.055505,1.669028,-0.818945,5.129011,2.24006,-5.667889,2.84382,22.329519,-1.472449,0.269349,-4.832794,1.451195,5.079641,-0.733551,-8.798595,-1.903959,-6.559966,0.847562,-3.862738,-6.136504,-7.363012,9.707159,-10.99765,-4.084515,-10.894653,-5.108327,3.820313,3
4.458947,-3.956551,-3.144639,3.551558,9.833233,8.061811,10.463527,-0.246909,6.354139,11.596835,1.94718,-1.148577,4.964465,2.396821,-6.036026,2.693176,21.346054,-1.692085,0.088821,-4.898745,1.393037,4.624952,-0.883481,-8.395377,-1.838669,-6.230208,0.633073,-3.342894,-6.23301,-6.91643,9.58903,-10.461566,-3.982579,-10.897284,-5.157697,3.862397,5
4.56236,-4.0733,-3.32101,3.377589,9.918456,7.682149,10.215286,-0.153422,6.137016,11.687728,1.896538,-0.929666,4.884122,2.402659,-5.595818,2.675203,21.193448,-1.468698,0.018342,-4.939045,1.156127,4.858939,-0.61697,-8.50452,-1.984741,-6.26167,0.436714,-3.510017,-5.991403,-6.913928,9.274632,-10.281069,-4.188172,-10.883705,-4.851952,3.829867,5
4.250328,-4.539289,-2.875502,3.797544,10.337887,8.019601,10.287755,-0.407889,6.718729,11.650797,1.884088,-0.952841,4.873873,2.215272,-5.890474,2.523489,21.989298,-1.584056,0.237291,-4.937287,1.481037,4.947213,-0.727117,-8.505064,-1.910585,-6.048001,0.717582,-3.807152,-6.09469,-7.232613,9.686925,-10.584701,-4.116383,-10.38441,-4.953821,3.738408,3
4.274083,-4.208217,-3.517769,3.774991,10.106908,8.316764,10.517792,-0.489845,6.324881,11.813111,2.153753,-0.691599,4.619573,2.024052,-5.914463,2.707902,22.21224,-1.704683,0.070003,-5.148168,1.515586,4.958234,-0.467927,-8.33498,-1.802363,-6.580099,0.363492,-3.901524,-6.278168,-6.908581,9.602609,-11.300528,-4.129271,-11.166357,-4.913717,4.166705,3
4.845265,-4.277069,-3.396952,3.812455,10.769705,8.158368,10.400662,-0.684732,6.652658,11.389656,2.77893,-0.578157,4.930946,1.161293,-5.594711,3.040238,21.655677,-2.139666,-0.267304,-5.014327,1.50055,5.772319,-0.621462,-7.829265,-1.5798,-6.485728,0.533326,-3.081544,-5.934191,-6.574146,8.80535,-11.098247,-4.221008,-9.072969,-4.977516,3.621621,1
4.176246,-4.034918,-2.596252,4.073953,9.983323,8.243845,10.383236,-0.290758,5.992617,10.430973,2.709703,0.189277,3.886154,2.87571,-5.663002,2.629499,21.119254,-2.492908,1.27274,-3.866947,1.875619,5.375077,-1.219324,-8.720834,-2.148727,-6.753051,0.567203,-4.440951,-6.864838,-6.655648,9.34814,-10.395147,-3.977339,-11.035592,-5.396308,3.868047,1
4.957718,-5.160031,-3.372078,3.474565,10.192956,7.8771,11.055594,0.326738,7.081384,11.095152,1.466907,-0.034838,4.451223,1.35259,-5.612487,2.088266,21.802394,-0.418299,-0.6404,-5.47879,2.410497,5.710012,-0.600218,-8.712129,-1.852369,-5.801231,-0.113008,-4.708185,-6.251255,-7.171808,9.588888,-10.484569,-2.682666,-9.095858,-5.27115,3.338249,1
4.220509,-3.698441,-3.23059,3.579344,9.689465,8.077099,9.941513,-0.458356,6.245022,11.631284,1.826823,-0.80923,4.725279,2.125614,-5.980728,2.727419,21.247583,-1.661047,0.191892,-5.129482,1.44456,4.59317,-0.514525,-8.170177,-1.83533,-5.931725,0.199669,-3.037492,-5.84454,-6.689062,9.250596,-10.591737,-4.232323,-10.756061,-4.600604,4.061122,5
4.497729,-3.781401,-2.866367,3.497333,9.989698,7.752214,10.35707,0.009781,6.023357,11.710971,1.844321,-1.092799,5.019923,2.046326,-5.488337,2.928649,21.004339,-1.744643,0.331646,-4.898094,1.329268,4.508031,-0.81974,-8.569962,-1.610201,-6.244587,0.909316,-3.197899,-6.069364,-6.727077,9.336604,-10.614879,-3.915504,-10.718912,-4.578851,3.944657,3
4.40704,-4.10556,-3.170815,3.673143,10.584919,8.190505,10.724585,-0.026483,6.709286,11.951925,2.08873,-1.10849,5.276563,2.272645,-5.72718,3.173926,21.927114,-2.047365,0.198635,-5.246614,1.151684,4.500031,-0.775917,-8.608648,-1.699145,-6.686231,1.403573,-3.116297,-6.274674,-6.971731,9.752981,-10.998521,-4.207157,-10.858765,-4.890974,4.12693,4
4.649808,-3.81452,-3.506513,3.077324,10.162756,8.504802,10.779759,-0.151026,6.079443,12.122016,2.182462,-0.640235,5.201286,2.19163,-5.624347,2.479483,21.355674,-1.768864,-0.082505,-5.402682,1.193509,5.219478,-0.368149,-8.169186,-1.972901,-6.644408,-0.05626,-3.453867,-6.139048,-6.719148,9.322696,-10.800631,-3.570531,-11.091688,-4.445553,4.168329,2
4.250609,-3.119811,-3.375072,3.074673,10.7176,8.127538,11.057205,0.53144,5.756551,12.644085,1.940363,-0.791923,5.437306,2.296822,-5.479422,4.027481,21.586738,-2.353545,0.783467,-5.284104,1.375202,4.709368,-0.643131,-8.659407,-1.7952,-6.735066,0.724302,-3.052544,-6.168162,-6.70702,9.103472,-10.744949,-3.718289,-11.586869,-4.65851,4.230744,2
4.725596,-3.909299,-3.077809,3.633037,9.802954,7.945314,10.104874,-0.550243,6.154851,12.068726,1.722363,-1.232727,5.040916,2.117138,-6.28232,2.972518,21.716359,-1.42972,-0.090552,-5.036624,1.802119,4.854076,-0.715311,-8.988259,-1.740699,-6.053209,0.673783,-3.177274,-6.331661,-7.019366,9.399263,-10.366683,-4.406762,-10.937781,-4.965923,3.788759,2
3.710475,-5.177219,-3.346204,2.461989,10.920269,8.676821,9.53216,-0.833375,6.718526,11.838103,1.468616,-0.453938,4.869765,2.247126,-5.797068,2.825313,21.801729,-2.947467,-0.322575,-6.295378,1.995283,4.735335,-0.539355,-9.217403,-2.523472,-7.438301,0.54702,-5.524251,-6.636117,-6.864304,11.009509,-9.551483,-3.516113,-10.924212,-5.198132,3.776312,1
3.545584,-2.991628,-3.627909,2.371962,9.933483,8.137403,10.670955,0.535245,5.52917,12.626491,2.078111,-0.955273,5.227328,2.31618,-5.766131,3.537101,20.676589,-2.309297,0.503497,-5.655686,0.875081,4.088308,-0.272943,-8.422812,-2.020621,-6.555329,0.05139,-3.179448,-6.142952,-5.76147,9.378276,-10.285366,-2.83563,-12.051819,-4.298354,4.78954,2
4.623786,-3.953439,-2.887691,3.696624,9.74952,8.295581,10.336302,-0.177062,6.192842,11.719129,2.197039,-0.910761,4.889534,2.221906,-5.78086,2.38104,21.270369,-1.782057,0.40089,-4.95613,1.313847,4.948076,-0.846105,-8.491116,-1.873364,-6.268536,0.535148,-3.508404,-6.243612,-6.793057,9.659275,-10.88865,-4.197145,-10.780064,-4.565977,4.14865,5
3.672942,-4.57016,-2.476795,4.833406,9.760056,9.121665,9.278764,-0.944432,7.361173,10.783322,1.450397,-1.324614,3.993976,3.172528,-7.404656,1.250594,21.696545,-1.690717,0.843822,-4.85316,1.511504,4.172737,-0.489318,-7.662186,-2.448548,-5.148724,0.076015,-3.72707,-5.581179,-7.30195,10.467218,-10.331602,-4.516428,-10.653275,-5.470279,3.862965,1
4.335858,-4.339721,-3.237669,3.579515,9.834707,7.945747,10.7742,-0.278036,6.280215,11.603466,2.007139,-0.934208,4.738058,2.223806,-5.754023,2.058669,21.681559,-1.499341,0.293357,-5.043351,0.942954,4.709301,-0.579492,-8.146277,-2.039521,-6.188044,0.249393,-3.593737,-5.850296,-7.027542,9.84436,-10.875639,-3.930553,-10.566392,-5.214232,4.017625,3
4.684932,-4.191809,-3.269733,4.031161,10.211603,8.32183,10.364859,-0.517757,6.645365,11.935628,1.78275,-0.952422,4.901441,2.154867,-6.012667,2.724147,22.396311,-1.598234,0.077017,-5.236681,1.486212,4.632368,-0.643964,-8.85445,-1.82206,-6.706508,0.829192,-3.958706,-6.464906,-7.465562,9.939637,-11.068828,-4.304366,-11.249398,-5.240644,4.119794,5
4.832086,-4.399432,-3.038812,3.569022,10.185036,8.079153,10.978774,-0.308884,6.31578,11.908433,1.847059,-1.2538,5.164683,2.520359,-6.167951,2.634891,21.987663,-1.819495,0.15708,-5.218792,1.541312,5.10969,-0.864948,-8.364501,-1.867786,-6.152697,0.344997,-3.368728,-5.910684,-7.162583,9.624296,-10.540972,-4.280933,-10.507046,-5.455143,3.947888,4
4.57298,-3.946343,-2.963073,3.64817,9.709428,8.078858,10.169942,-0.409372,6.349307,11.741397,2.050487,-1.054211,5.060375,1.876862,-5.700254,2.553088,21.564443,-1.648727,0.223334,-5.261676,1.537692,4.600299,-0.553532,-8.49815,-1.635001,-6.519914,0.811805,-3.469225,-6.217079,-6.965577,9.49063,-10.818055,-4.058209,-10.942858,-4.95781,4.114585,5
3.853245,-4.203689,-2.681814,4.048929,10.108465,8.101098,10.144963,-0.418186,6.648955,11.440637,1.900552,-1.082433,4.762241,2.607582,-6.295428,2.857153,21.972067,-2.003479,0.681836,-4.815881,1.519556,4.253742,-0.911597,-8.384796,-1.973668,-5.903638,0.849095,-3.53809,-5.673916,-7.201103,9.872023,-10.478118,-4.488036,-10.585408,-5.331484,3.671451,2
4.040798,-4.81392,-0.901467,2.363084,12.725952,10.216346,9.435269,-1.2598,8.603003,11.199764,1.222992,-0.077883,4.75903,2.657302,-3.852013,1.011741,20.49785,-2.078184,-0.575413,-5.999831,0.634765,6.062128,0.122882,-6.156852,-1.979457,-9.165377,0.669509,-6.22573,-2.652748,-4.877464,8.451812,-11.027585,-1.767381,-10.355582,-3.254113,4.213311,1
4.252167,-4.046259,-3.182992,3.763358,9.960179,8.229869,10.464862,-0.332138,6.275596,11.899504,1.987419,-0.809219,4.774311,2.121083,-5.861172,2.638934,21.856921,-1.580221,0.311054,-4.904366,1.274613,4.708606,-0.446211,-8.288107,-2.050807,-6.371905,0.156725,-3.564538,-6.127152,-7.120686,9.417337,-10.697826,-4.108643,-10.958001,-4.924047,4.000157,5
4.303809,-4.117423,-2.983499,3.708016,10.25574,8.24311,10.429075,-0.320502,6.631508,11.824477,1.90308,-0.911483,4.88956,2.165652,-5.946084,2.657096,21.886307,-1.693845,0.399965,-5.032477,1.336582,4.747918,-0.609739,-8.370998,-1.867035,-6.29598,0.608506,-3.484729,-5.985134,-7.086584,9.538477,-10.845172,-4.049424,-10.746466,-4.915844,3.957639,3
3.788002,-4.042454,-3.244315,3.391707,10.647393,8.397982,11.340513,-0.008376,6.247362,12.211911,2.107016,-0.633543,4.823493,2.632806,-5.490617,2.905423,22.643661,-2.133904,0.748677,-5.119251,1.193832,4.629758,-0.537116,-8.3085,-2.272788,-6.411794,0.172576,-3.804552,-5.854337,-7.08455,10.063316,-11.284649,-3.906554,-11.648967,-5.217595,4.200902,2
4.1371,-3.648872,-2.739462,3.963944,9.295927,7.717253,9.495283,-0.346971,6.289321,11.010725,1.908083,-0.573891,4.200331,1.867967,-5.563707,2.287206,20.862687,-1.529853,0.581223,-4.916617,1.279253,4.093844,-0.709251,-8.1643,-1.73036,-5.941241,0.981685,-3.522427,-5.985469,-6.87175,9.009733,-10.398655,-3.904278,-10.475306,-4.820301,4.061183,4
4.63448,-4.212413,-2.653142,3.385834,9.846004,8.138928,11.02151,-0.348369,6.208037,11.745016,1.780751,-1.173104,5.421508,2.444078,-5.754742,2.845169,21.76393,-1.840962,0.408977,-4.636993,1.7801,5.583829,-1.129354,-8.494443,-1.709759,-6.483506,0.304477,-3.185548,-5.944625,-6.656763,9.897221,-10.786953,-4.118405,-9.922173,-4.609446,3.364323,4
4.114397,-3.826135,-3.219747,3.998671,9.940629,8.389483,10.263562,-0.565336,6.16666,11.836246,2.23972,-0.731164,4.667482,2.192446,-5.883117,2.285439,22.116917,-1.686948,0.522407,-4.865835,1.214131,4.79524,-0.275005,-8.619892,-2.133133,-6.503397,0.351303,-3.813122,-6.407045,-7.15603,9.830939,-11.479529,-4.58457,-11.260116,-4.583479,4.192394,3
4.743645,-3.978775,-2.815395,3.780783,9.711242,8.167034,10.249722,-0.25352,6.635759,11.461212,1.950544,-0.754521,4.821768,2.087743,-5.638788,2.786236,21.346154,-1.70213,0.329841,-4.911677,1.403765,4.764274,-0.817977,-8.604541,-1.569023,-6.560939,0.587075,-3.560923,-5.906151,-6.984649,9.219244,-10.814011,-3.906192,-10.799583,-5.059061,4.036051,5
4.692649,-3.761548,-3.106075,4.033851,9.708815,8.388779,9.735761,-0.157641,6.30479,11.60698,2.445567,-1.496433,4.920574,2.210045,-6.651906,3.056259,21.740655,-1.772673,0.279524,-4.946834,1.773298,4.855453,-0.636657,-8.74606,-1.223169,-6.517716,1.060297,-3.172353,-6.275819,-7.29695,9.732669,-11.365452,-4.450889,-10.976765,-4.756825,3.736711,4
4.466142,-3.995606,-2.980659,3.626906,10.103776,8.010737,10.372963,-0.3208,6.364466,11.77295,1.864792,-1.061066,4.938101,2.148931,-5.802394,2.694487,21.5603,-1.590636,0.234913,-4.913915,1.381932,4.799206,-0.662116,-8.444737,-1.770152,-6.322808,0.725882,-3.389857,-6.045325,-6.942261,9.443863,-10.680788,-4.075103,-10.691307,-4.891852,3.856889,3
4.569141,-4.107248,-2.909288,3.890598,10.167306,8.430998,10.265517,-0.516141,6.294702,11.816447,1.623534,-1.654368,5.228621,2.351645,-6.524189,2.662373,21.785366,-1.684215,-0.170015,-5.365462,1.728188,4.496085,-0.816612,-8.735399,-1.628729,-5.966108,1.04742,-2.980818,-6.223262,-7.018232,9.774261,-10.252329,-4.709318,-10.676543,-5.15662,3.845693,3
4.577098,-3.908891,-2.994354,3.501885,10.011124,8.136407,10.503591,-0.16804,6.448444,11.582125,1.8848,-0.695579,4.88788,2.132764,-5.673693,2.783466,21.343094,-1.786846,0.20213,-5.09211,1.343155,4.656255,-0.893924,-8.228674,-1.69486,-6.504613,0.634746,-3.468617,-5.938721,-7.073339,9.146586,-10.625595,-3.805615,-10.537808,-5.205258,4.165348,5
3.949516,-3.45992,-2.517361,3.866717,9.844677,7.782174,10.603087,0.001221,5.603988,11.800526,2.169908,-1.312203,5.002682,2.11212,-5.551762,3.016443,21.453975,-1.461264,0.650849,-4.46942,0.881344,4.123414,-0.559203,-8.657299,-1.893111,-6.305011,0.500374,-3.166114,-6.048356,-6.647152,9.261321,-10.707509,-4.372912,-10.780937,-4.755668,3.975763,3
4.15024,-4.46191,-3.571113,4.471497,8.918806,8.334772,9.050949,-1.352886,6.566761,11.213231,2.178497,-0.684053,3.866228,1.822592,-6.850668,1.718676,22.116643,-1.372394,-0.122553,-5.095602,1.743919,4.624666,-0.145416,-8.512103,-1.831886,-5.720713,0.38463,-4.135583,-6.986651,-7.124093,9.722415,-11.328064,-4.632209,-11.251525,-4.699819,4.455224,2
4.584598,-4.500841,-2.931354,4.005768,10.285356,8.664252,10.345694,-0.109325,6.664518,12.035739,2.556233,-0.933222,5.2436,2.174763,-6.424816,2.879789,21.341816,-1.675482,0.094217,-4.805019,1.232302,5.309908,-0.939191,-8.299123,-2.155454,-5.70735,0.283201,-2.860364,-5.655019,-7.507339,9.670523,-10.682752,-4.870267,-10.404105,-4.470891,3.638821,4
4.748159,-3.935012,-3.277996,3.913725,10.037075,7.890841,10.466463,-0.086279,6.405699,11.960303,1.834845,-1.462454,5.110428,1.848178,-5.917075,2.630575,21.732019,-0.843459,0.423376,-4.866838,1.105847,4.832657,-0.332174,-8.380472,-1.87195,-6.555559,0.392173,-2.992859,-6.001594,-7.309192,9.292328,-10.701055,-4.04628,-10.771821,-5.18461,3.735857,5
3.399993,-3.324909,-4.426131,5.392896,8.185043,10.215826,11.35688,-0.658967,8.154525,13.543898,2.441414,2.225639,3.552992,0.137251,-9.625725,4.164853,26.221637,-0.533395,1.463647,-3.666616,4.573471,6.658066,2.338629,-7.599822,-3.669272,-2.956696,-4.129831,-2.989934,-7.596129,-7.295488,6.424895,-13.553741,-5.888936,-11.62101,-5.213099,5.331105,1
3.067637,-4.589806,-2.044799,-0.145511,9.322015,11.236461,12.573735,2.741239,4.221075,12.07131,4.023535,1.421078,1.922724,5.665888,-6.863276,3.438874,21.596233,-1.783325,-0.892437,-3.680317,2.226117,5.48191,-3.731321,-10.04216,-0.822729,-8.839604,-2.612832,-5.941783,-5.295874,-7.009847,11.152781,-9.381298,0.424229,-13.362807,-5.467984,3.873676,1
4.42331,-4.050276,-3.121764,3.557468,9.724203,7.945787,10.148391,-0.429332,6.208001,11.552415,2.032392,-0.804117,4.857966,2.041705,-5.811422,2.69301,21.291695,-1.679722,0.118706,-5.033475,1.415579,4.676736,-0.727728,-8.414722,-1.835111,-6.247771,0.684186,-3.503887,-6.110848,-6.883379,9.359038,-10.62172,-4.061276,-10.7344,-4.856139,4.001188,2
4.927189,-4.078493,-2.324211,3.977778,9.35124,8.04995,10.387187,0.084129,5.890857,11.528558,1.634613,-1.621832,4.474237,2.387345,-5.287147,2.328396,22.371428,-1.661527,0.849011,-5.132567,1.148272,4.323085,-1.144886,-9.002163,-1.781669,-6.942042,0.919464,-4.166592,-5.791176,-8.087974,10.422446,-10.439635,-4.74443,-10.836181,-6.074449,3.471097,1
-0.729043,-3.545686,-2.897787,5.122059,11.883876,11.400187,6.173737,-1.905164,9.463633,12.494592,4.01413,0.111859,3.221573,1.360595,-7.347353,3.789294,20.137635,-4.84187,-1.367094,-3.205247,1.857761,3.718587,-0.779981,-5.446496,-3.116276,-7.18023,3.136223,-4.759629,-4.369729,-3.960346,8.301598,-12.211384,-3.19987,-10.600686,-3.167703,4.786422,1
